userName,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,cleaned_content,sentiment,polarity
A Google user,👍,5,0,1.0.5(18),2022-05-31 12:06:45,,,1.0.5(18),,Neutral,0.0
A Google user,Good,5,0,1.0.5(18),2022-05-31 10:39:35,,,1.0.5(18),good,Positive,0.7
A Google user,It's nice,5,0,1.0.5(18),2022-05-31 08:58:42,,,1.0.5(18),its nice,Positive,0.6
A Google user,❤❤,5,0,,2022-05-31 07:49:14,,,,,Neutral,0.0
A Google user,Beter than other petroleum company,5,0,1.0.6,2022-05-30 22:05:21,,,1.0.6,beter than other petroleum company,Negative,-0.125
A Google user,Very nice service 👌,5,0,1.0.6,2022-05-30 21:22:45,,,1.0.6,very nice service,Positive,0.78
A Google user,Nise,5,0,1.0.6,2022-05-30 20:47:26,,,1.0.6,nise,Neutral,0.0
A Google user,Best app,5,0,,2022-05-30 17:42:51,,,,best app,Positive,1.0
A Google user,Nice,5,0,1.0.5(18),2022-05-30 16:33:24,,,1.0.5(18),nice,Positive,0.6
A Google user,Good,5,0,1.0.6,2022-05-30 15:35:03,,,1.0.6,good,Positive,0.7
A Google user,Very good,5,0,1.0.6,2022-05-30 12:01:34,,,1.0.6,very good,Positive,0.9099999999999999
A Google user,Very nice app,5,0,1.0.5(18),2022-05-30 11:10:25,,,1.0.5(18),very nice app,Positive,0.78
A Google user,Super,5,0,1.0.4(17),2022-05-30 11:03:29,,,1.0.4(17),super,Positive,0.3333333333333333
A Google user,Easy to use,5,0,1.0.6,2022-05-30 08:36:46,,,1.0.6,easy to use,Positive,0.43333333333333335
A Google user,Attractive and Solíd Apps.,5,0,1.0.5(18),2022-05-30 07:54:09,,,1.0.5(18),attractive and sold apps,Positive,0.8
A Google user,Excellent,5,0,1.0.6,2022-05-30 07:34:29,,,1.0.6,excellent,Positive,1.0
A Google user,Better,5,0,1.0.5(18),2022-05-30 00:46:47,,,1.0.5(18),better,Positive,0.5
A Google user,Good Services,5,0,1.0.6,2022-05-30 00:07:24,,,1.0.6,good services,Positive,0.7
A Google user,I'm happy,5,0,,2022-05-29 22:41:21,,,,im happy,Positive,0.8
A Google user,Good 👍,5,0,1.0.5(18),2022-05-29 22:31:27,,,1.0.5(18),good,Positive,0.7
A Google user,Good,5,0,,2022-05-29 20:01:18,,,,good,Positive,0.7
A Google user,Ok,5,0,1.0.5(18),2022-05-29 19:43:04,,,1.0.5(18),ok,Positive,0.5
A Google user,Nice app,5,0,1.0.5(18),2022-05-29 19:35:38,,,1.0.5(18),nice app,Positive,0.6
A Google user,Very good app,5,0,1.0.6,2022-05-29 18:02:39,,,1.0.6,very good app,Positive,0.9099999999999999
A Google user,Good,5,0,1.0.5(18),2022-05-29 17:51:04,,,1.0.5(18),good,Positive,0.7
A Google user,Nice and amazing service,5,0,1.0.5(18),2022-05-29 17:45:30,,,1.0.5(18),nice and amazing service,Positive,0.6000000000000001
A Google user,Best,5,0,1.0.6,2022-05-29 13:22:36,,,1.0.6,best,Positive,1.0
A Google user,Excellent,5,0,1.0.5(18),2022-05-29 13:10:45,,,1.0.5(18),excellent,Positive,1.0
A Google user,Very Good Service n skilled staff,5,1,1.0.6,2022-05-29 12:41:49,,,1.0.6,very good service n skilled staff,Positive,0.705
A Google user,Good,5,0,1.0.5(18),2022-05-29 12:10:14,,,1.0.5(18),good,Positive,0.7
A Google user,The Best Ever,5,0,1.0.5(18),2022-05-29 09:45:07,,,1.0.5(18),the best ever,Positive,1.0
A Google user,Excellent,5,0,1.0.5(18),2022-05-29 09:45:00,,,1.0.5(18),excellent,Positive,1.0
A Google user,Good Shell Well,5,0,1.0.5(18),2022-05-29 07:35:15,,,1.0.5(18),good shell well,Positive,0.7
A Google user,Simple dan sangat mudah untuk di gunakan,5,0,1.0.6,2022-05-29 07:35:05,,,1.0.6,simple dan sangat mudah untuk di gunakan,Neutral,0.0
A Google user,Siip tp Naik pagi Naik pagi y harga,5,0,1.0.6,2022-05-29 06:55:59,,,1.0.6,siip tp naik pagi naik pagi y harga,Neutral,0.0
A Google user,Very good,5,0,1.0.6,2022-05-29 00:06:11,,,1.0.6,very good,Positive,0.9099999999999999
A Google user,Good and smothered driving,5,0,1.0.6,2022-05-28 23:04:12,,,1.0.6,good and smothered driving,Positive,0.7
A Google user,Excellent apps,5,0,1.0.5(18),2022-05-28 21:22:48,,,1.0.5(18),excellent apps,Positive,1.0
A Google user,Exlant service,5,0,,2022-05-28 18:28:49,,,,exlant service,Neutral,0.0
A Google user,Good,5,0,1.0.5(18),2022-05-28 17:11:26,,,1.0.5(18),good,Positive,0.7
A Google user,Very good service,5,0,1.0.5(18),2022-05-28 17:05:36,,,1.0.5(18),very good service,Positive,0.9099999999999999
A Google user,Good,5,0,1.0.5(18),2022-05-28 16:36:35,,,1.0.5(18),good,Positive,0.7
A Google user,Good app,5,0,1.0.5(18),2022-05-28 16:35:25,,,1.0.5(18),good app,Positive,0.7
A Google user,Good services 👌,5,0,1.0.5(18),2022-05-28 15:54:32,,,1.0.5(18),good services,Positive,0.7
A Google user,Niceee,5,0,1.0.4(17),2022-05-28 15:48:05,,,1.0.4(17),niceee,Neutral,0.0
A Google user,Good this app,5,0,1.0.5(18),2022-05-28 15:39:02,,,1.0.5(18),good this app,Positive,0.7
A Google user,Good service and best staff and pure or pura petrol,5,0,1.0.6,2022-05-28 15:17:28,,,1.0.6,good service and best staff and pure or pura petrol,Positive,0.638095238095238
A Google user,Super,5,0,1.0.5(18),2022-05-28 14:32:20,,,1.0.5(18),super,Positive,0.3333333333333333
A Google user,👌👌,5,0,1.0.5(18),2022-05-28 14:23:04,,,1.0.5(18),,Neutral,0.0
A Google user,Good,5,0,1.0.5(18),2022-05-28 12:54:45,,,1.0.5(18),good,Positive,0.7
A Google user,Good,5,0,1.0.5(18),2022-05-28 12:14:23,,,1.0.5(18),good,Positive,0.7
A Google user,Bagus,5,0,1.0.6,2022-05-28 11:52:02,,,1.0.6,bagus,Neutral,0.0
A Google user,Nice,5,0,1.0.6,2022-05-28 10:53:49,,,1.0.6,nice,Positive,0.6
A Google user,Very Good,5,0,1.0.5(18),2022-05-28 09:35:27,,,1.0.5(18),very good,Positive,0.9099999999999999
A Google user,Good service,5,0,1.0.6,2022-05-28 09:23:41,,,1.0.6,good service,Positive,0.7
A Google user,Nice,5,0,1.0.6,2022-05-28 08:57:28,,,1.0.6,nice,Positive,0.6
A Google user,Best,5,0,1.0.4(17),2022-05-28 06:56:28,,,1.0.4(17),best,Positive,1.0
A Google user,Good apps..but need much point to redeem small gift,5,2,1.0.6,2022-05-28 03:40:06,,,1.0.6,good appsbut need much point to redeem small gift,Positive,0.21666666666666665
A Google user,Nice,5,0,1.0.5(18),2022-05-28 01:53:00,,,1.0.5(18),nice,Positive,0.6
A Google user,Nice 🙂👍 Respect all workshops,5,0,1.0.6,2022-05-27 23:46:31,,,1.0.6,nice respect all workshops,Positive,0.6
A Google user,Excellent,5,0,1.0.6,2022-05-27 23:37:44,,,1.0.6,excellent,Positive,1.0
A Google user,Good,5,0,1.0.6,2022-05-27 22:51:28,,,1.0.6,good,Positive,0.7
A Google user,Nice,5,0,1.0.5(18),2022-05-27 22:28:00,,,1.0.5(18),nice,Positive,0.6
A Google user,Very good service,5,0,1.0.6,2022-05-27 21:54:23,,,1.0.6,very good service,Positive,0.9099999999999999
A Google user,goodone...,5,0,1.0.5(18),2022-05-27 21:27:16,,,1.0.5(18),goodone,Neutral,0.0
A Google user,👍,5,0,1.0.6,2022-05-27 20:52:33,,,1.0.6,,Neutral,0.0
A Google user,👍,5,0,1.0.6,2022-05-27 20:47:55,,,1.0.6,,Neutral,0.0
A Google user,Good 👍,5,0,1.0.5(18),2022-05-27 20:47:43,,,1.0.5(18),good,Positive,0.7
A Google user,Compe quantity petrol nd excellent quality .nice service,5,0,1.0.5(18),2022-05-27 20:06:49,,,1.0.5(18),compe quantity petrol nd excellent quality nice service,Positive,0.8
A Google user,Great offers,5,0,1.0.5(18),2022-05-27 17:58:23,,,1.0.5(18),great offers,Positive,0.45
A Google user,verry good,5,0,1.0.5(18),2022-05-27 17:49:46,,,1.0.5(18),verry good,Positive,0.7
A Google user,Good service,5,0,1.0.6,2022-05-27 16:04:04,,,1.0.6,good service,Positive,0.7
A Google user,Cool,5,0,1.0.6,2022-05-26 19:49:27,,,1.0.6,cool,Positive,0.35
A Google user,Mantav,5,0,1.0.5(18),2022-05-25 17:33:54,,,1.0.5(18),mantav,Neutral,0.0
A Google user,Oke,5,0,1.0.5(18),2022-05-25 17:16:20,,,1.0.5(18),oke,Neutral,0.0
A Google user,Nice,5,0,1.0.5(18),2022-05-23 01:19:54,,,1.0.5(18),nice,Positive,0.6
A Google user,Best app,5,0,,2022-05-22 10:32:48,,,,best app,Positive,1.0
A Google user,Nice app,5,0,1.0.5(18),2022-05-21 23:14:59,,,1.0.5(18),nice app,Positive,0.6
A Google user,Good App 👍🏼,5,0,1.0.5(18),2022-05-21 22:40:20,,,1.0.5(18),good app,Positive,0.7
A Google user,Nice,5,0,1.0.5(18),2022-05-19 13:32:36,,,1.0.5(18),nice,Positive,0.6
A Google user,"Good enough in our place Jakarta, Indonesia",5,0,1.0.5(18),2022-05-14 06:00:07,,,1.0.5(18),good enough in our place jakarta indonesia,Positive,0.35
A Google user,Asik..aplikasinya mudah digunakan,5,0,1.0.5(18),2022-05-13 11:05:25,,,1.0.5(18),asikaplikasinya mudah digunakan,Neutral,0.0
A Google user,Ok,5,0,1.0.5(18),2022-05-11 20:12:40,,,1.0.5(18),ok,Positive,0.5
A Google user,Shell petukangan mantab,5,0,1.0.5(18),2022-05-10 17:22:46,,,1.0.5(18),shell petukangan mantab,Neutral,0.0
A Google user,Aplikasi keren...,5,0,1.0.5(18),2022-05-10 10:36:56,,,1.0.5(18),aplikasi keren,Neutral,0.0
A Google user,Nice. Its more easier than hold a card,5,1,1.0.5(18),2022-05-09 05:31:20,,,1.0.5(18),nice its more easier than hold a card,Positive,0.55
A Google user,Very nice app,5,0,1.0.5(18),2022-05-08 13:26:01,,,1.0.5(18),very nice app,Positive,0.78
A Google user,Very useful 👍,5,0,1.0.5(18),2022-05-08 09:35:03,,,1.0.5(18),very useful,Positive,0.39
A Google user,"The staff is well trained, curteous and helpful",5,0,1.0.5(18),2022-05-07 11:16:22,,,1.0.5(18),the staff is well trained curteous and helpful,Neutral,0.0
A Google user,Good,5,0,1.0.5(18),2022-05-06 05:49:07,,,1.0.5(18),good,Positive,0.7
A Google user,Awesome app also awesome service at the Fuel Stations,5,0,1.0.5(18),2022-05-05 17:27:57,,,1.0.5(18),awesome app also awesome service at the fuel stations,Positive,1.0
A Google user,Very good,5,0,1.0.5(18),2022-05-05 17:27:44,,,1.0.5(18),very good,Positive,0.9099999999999999
A Google user,Good,5,0,1.0.5(18),2022-05-03 06:55:22,,,1.0.5(18),good,Positive,0.7
A Google user,વેરી ગુડ,5,0,1.0.5(18),2022-05-02 01:08:48,,,1.0.5(18),,Neutral,0.0
A Google user,Superb app.... Uuupp,5,1,1.0.4(17),2022-04-30 23:01:18,,,1.0.4(17),superb app uuupp,Positive,1.0
A Google user,Bagus,5,0,1.0.5(18),2022-04-30 20:12:32,,,1.0.5(18),bagus,Neutral,0.0
A Google user,Nur.....bahi,5,0,1.0.5(18),2022-04-30 07:46:53,,,1.0.5(18),nurbahi,Neutral,0.0
A Google user,Good job,5,0,1.0.5(18),2022-04-29 20:39:12,,,1.0.5(18),good job,Positive,0.7
A Google user,Very good app,5,0,1.0.5(18),2022-04-29 16:12:14,,,1.0.5(18),very good app,Positive,0.9099999999999999
A Google user,good,5,0,1.0.5(18),2022-04-27 11:54:58,,,1.0.5(18),good,Positive,0.7
A Google user,First class service,5,0,1.0.4(17),2022-04-27 05:09:47,,,1.0.4(17),first class service,Positive,0.25
A Google user,"i have 2 card, 2 wheel and 4 wheel, in one mobile phone, same name with different number phone & my second email",5,0,1.0.5(18),2022-04-27 02:56:10,,,1.0.5(18),i have card wheel and wheel in one mobile phone same name with different number phone my second email,Neutral,0.0
A Google user,Ok,5,0,1.0.5(18),2022-04-26 08:37:24,,,1.0.5(18),ok,Positive,0.5
A Google user,Changed my phone to Samsung S22 and having trouble receiving OTP to my Airtel number. Called their customer care and problem is solved,5,0,1.0.5(18),2022-04-25 10:13:35,,,1.0.5(18),changed my phone to samsung s and having trouble receiving otp to my airtel number called their customer care and problem is solved,Negative,-0.2
A Google user,Keep improve,5,0,1.0.5(18),2022-04-23 23:04:18,,,1.0.5(18),keep improve,Neutral,0.0
A Google user,This is amazing aap,5,0,1.0.5(18),2022-04-22 00:57:22,,,1.0.5(18),this is amazing aap,Positive,0.6000000000000001
A Google user,Usefull,5,0,1.0.5(18),2022-04-21 10:52:29,,,1.0.5(18),usefull,Neutral,0.0
A Google user,Nice app,5,0,1.0.5(18),2022-04-20 11:33:42,,,1.0.5(18),nice app,Positive,0.6
A Google user,Good,5,0,1.0.5(18),2022-04-20 02:55:19,,,1.0.5(18),good,Positive,0.7
A Google user,good apps but nightmares on it's oil prices so I already stop buying shell no more with current 18.100 per liter,5,0,1.0.5(18),2022-04-19 15:28:55,,,1.0.5(18),good apps but nightmares on its oil prices so i already stop buying shell no more with current per liter,Positive,0.15
A Google user,Very good,5,0,1.0.1,2022-04-18 10:35:33,,,1.0.1,very good,Positive,0.9099999999999999
A Google user,Excellent,5,0,1.0.5(18),2022-04-17 18:36:38,,,1.0.5(18),excellent,Positive,1.0
A Google user,Very good,5,0,1.0.5(18),2022-04-16 08:14:08,,,1.0.5(18),very good,Positive,0.9099999999999999
A Google user,V.good,5,0,1.0.5(18),2022-04-13 17:36:19,,,1.0.5(18),vgood,Neutral,0.0
A Google user,penggunaan mudah. minta ditambahin info promo pembayaran juga donk di aplikasi,5,0,1.0.5(18),2022-04-13 07:35:46,,,1.0.5(18),penggunaan mudah minta ditambahin info promo pembayaran juga donk di aplikasi,Neutral,0.0
A Google user,Super offers,5,0,1.0.5(18),2022-04-12 11:04:11,,,1.0.5(18),super offers,Positive,0.21666666666666667
A Google user,Wow...superb,5,0,1.0.5(18),2022-04-10 23:19:08,,,1.0.5(18),wowsuperb,Neutral,0.0
A Google user,Great!,5,0,1.0.5(18),2022-04-10 18:52:05,,,1.0.5(18),great,Positive,0.8
A Google user,"Set up gampang kok, ikuti petunjuk aja. Byk gifts spt voucher beli bensin Shell, beli minuman/snack di toko. So convenient 👍 Thanks!",5,0,1.0.5(18),2022-04-10 17:18:06,,,1.0.5(18),set up gampang kok ikuti petunjuk aja byk gifts spt voucher beli bensin shell beli minumansnack di toko so convenient thanks,Positive,0.2
A Google user,mudah banyak keuntungannya,5,0,1.0.5(18),2022-04-09 07:40:21,,,1.0.5(18),mudah banyak keuntungannya,Neutral,0.0
A Google user,Good,5,0,1.0.5(18),2022-04-07 22:01:36,,,1.0.5(18),good,Positive,0.7
A Google user,Aplikasinya lumayan berguna.. jadi tau kalo ada promo2..,5,0,,2022-04-07 15:21:40,,,,aplikasinya lumayan berguna jadi tau kalo ada promo,Neutral,0.0
A Google user,All services are best.,5,0,1.0.5(18),2022-04-07 14:09:37,,,1.0.5(18),all services are best,Positive,1.0
A Google user,Superb app,5,0,1.0.5(18),2022-04-06 21:50:09,,,1.0.5(18),superb app,Positive,1.0
A Google user,AMAZING,5,0,1.0.5(18),2022-04-06 20:17:17,,,1.0.5(18),amazing,Positive,0.6000000000000001
A Google user,Useful apps.. Give you reward for every purchase.. 👍,5,0,1.0.5(18),2022-04-06 19:41:03,,,1.0.5(18),useful apps give you reward for every purchase,Positive,0.3
A Google user,Mantap jg belanja dan isi bensin di Shell soepomo,5,0,1.0.5(18),2022-04-06 17:38:29,,,1.0.5(18),mantap jg belanja dan isi bensin di shell soepomo,Neutral,0.0
A Google user,jitendraTHAKUR SARKAR Pradhan mantri ji Bharat Mata Di ❤️🌹 okay 🆗👍.....,5,0,,2022-04-05 20:24:47,,,,jitendrathakur sarkar pradhan mantri ji bharat mata di okay,Positive,0.5
A Google user,Mudah aplikasi,5,0,1.0.5(18),2022-04-05 05:58:35,,,1.0.5(18),mudah aplikasi,Neutral,0.0
A Google user,Super,5,0,1.0.5(18),2022-04-04 21:59:27,,,1.0.5(18),super,Positive,0.3333333333333333
A Google user,Good app,5,0,1.0.5(18),2022-04-04 13:16:38,,,1.0.5(18),good app,Positive,0.7
A Google user,Easier to redeem my point for any voucher that they offer,5,0,1.0.5(18),2022-04-04 05:19:24,,,1.0.5(18),easier to redeem my point for any voucher that they offer,Neutral,0.0
A Google user,Mantap,5,0,1.0.5(18),2022-04-03 03:05:55,,,1.0.5(18),mantap,Neutral,0.0
A Google user,Wow what a app.... Superb,5,0,1.0.5(18),2022-04-02 17:39:58,,,1.0.5(18),wow what a app superb,Positive,0.55
A Google user,Best best best,5,0,1.0.5(18),2022-04-02 12:09:53,,,1.0.5(18),best best best,Positive,1.0
A Google user,amazing apps,5,0,1.0.5(18),2022-04-01 19:36:18,,,1.0.5(18),amazing apps,Positive,0.6000000000000001
A Google user,Super,5,0,1.0.5(18),2022-04-01 13:13:51,,,1.0.5(18),super,Positive,0.3333333333333333
A Google user,Tempat bersih pelayanan bagus,5,0,1.0.5(18),2022-04-01 08:32:52,,,1.0.5(18),tempat bersih pelayanan bagus,Neutral,0.0
A Google user,Great,5,0,1.0.5(18),2022-03-31 19:20:30,,,1.0.5(18),great,Positive,0.8
A Google user,Good,5,0,1.0.5(18),2022-03-31 16:37:47,,,1.0.5(18),good,Positive,0.7
A Google user,God ap,5,0,1.0.5(18),2022-03-30 22:30:54,,,1.0.5(18),god ap,Neutral,0.0
A Google user,Very good experiance,5,0,1.0.5(18),2022-03-30 16:03:21,,,1.0.5(18),very good experiance,Positive,0.9099999999999999
A Google user,Easy to understand and easy to use,5,1,1.0.5(18),2022-03-30 06:58:45,,,1.0.5(18),easy to understand and easy to use,Positive,0.43333333333333335
A Google user,What a app... superb,5,0,1.0.4(17),2022-03-28 23:23:06,,,1.0.4(17),what a app superb,Positive,1.0
A Google user,Superb app...,5,0,1.0.5(18),2022-03-28 20:35:45,,,1.0.5(18),superb app,Positive,1.0
A Google user,Nice,5,0,1.0.5(18),2022-03-28 17:45:03,,,1.0.5(18),nice,Positive,0.6
A Google user,Superb app... Wow,5,0,1.0.5(18),2022-03-28 17:38:23,,,1.0.5(18),superb app wow,Positive,0.55
A Google user,What a app... superb,5,0,1.0.5(18),2022-03-28 17:37:14,,,1.0.5(18),what a app superb,Positive,1.0
A Google user,the fuel is very good for a cleaner engine and engine performance The pull is more responsive,5,1,1.0.5(18),2022-03-28 10:05:49,,,1.0.5(18),the fuel is very good for a cleaner engine and engine performance the pull is more responsive,Positive,0.705
A Google user,good service but not enough gas station for long trip...and specialy is good maintenance for our machine....,5,0,1.0.5(18),2022-03-27 14:15:54,,,1.0.5(18),good service but not enough gas station for long tripand specialy is good maintenance for our machine,Positive,0.33749999999999997
A Google user,"Sudah download dan link ke kartu member shell yang kuning (mobil), tapi gak ada menu buat link ke kartu member yang merah (sepeda motor). Apakah 1 akun Shell Asia hanya bisa untuk link 1 kartu member? Meski sudah bertahun-tahun punya 2 kartu shell merah dan kuning?",5,0,1.0.5(18),2022-03-27 09:21:54,,,1.0.5(18),sudah download dan link ke kartu member shell yang kuning mobil tapi gak ada menu buat link ke kartu member yang merah sepeda motor apakah akun shell asia hanya bisa untuk link kartu member meski sudah bertahuntahun punya kartu shell merah dan kuning,Neutral,0.0
A Google user,Asik tuker point dpt teh pucuk. Tx shell,5,1,1.0.5(18),2022-03-26 19:31:45,,,1.0.5(18),asik tuker point dpt teh pucuk tx shell,Neutral,0.0
A Google user,Great discount great experience for change car oil..many benfit i can get,5,0,1.0.5(18),2022-03-26 15:00:15,,,1.0.5(18),great discount great experience for change car oilmany benfit i can get,Positive,0.8
A Google user,Banyakin bonus,5,0,1.0.5(18),2022-03-26 10:45:03,,,1.0.5(18),banyakin bonus,Neutral,0.0
A Google user,Great Apps,5,0,1.0.5(18),2022-03-26 08:48:04,,,1.0.5(18),great apps,Positive,0.8
A Google user,Best seva,5,0,,2022-03-25 17:54:53,,,,best seva,Positive,1.0
A Google user,Ok,5,0,1.0.5(18),2022-03-25 07:55:26,,,1.0.5(18),ok,Positive,0.5
A Google user,Mantap.,5,0,1.0.5(18),2022-03-24 18:18:41,,,1.0.5(18),mantap,Neutral,0.0
A Google user,It's very good app,5,0,1.0.5(18),2022-03-21 10:01:07,,,1.0.5(18),its very good app,Positive,0.9099999999999999
A Google user,Super,5,0,,2022-03-20 17:52:56,,,,super,Positive,0.3333333333333333
A Google user,Helpfull,5,0,1.0.5(18),2022-03-17 19:46:54,,,1.0.5(18),helpfull,Neutral,0.0
A Google user,"Pelanggan setia shell, pelumas dan bahan bakar nya toppp",5,0,1.0.5(18),2022-03-17 10:10:52,,,1.0.5(18),pelanggan setia shell pelumas dan bahan bakar nya toppp,Neutral,0.0
A Google user,Excellent,5,0,1.0.5(18),2022-03-17 09:59:52,,,1.0.5(18),excellent,Positive,1.0
A Google user,What a great app,5,0,1.0.5(18),2022-03-16 23:19:17,,,1.0.5(18),what a great app,Positive,0.8
A Google user,Wow.... What a app....,5,0,1.0.5(18),2022-03-16 20:44:24,,,1.0.5(18),wow what a app,Neutral,0.1
A Google user,Good experience,5,0,1.0.5(18),2022-03-15 22:14:59,,,1.0.5(18),good experience,Positive,0.7
A Google user,કી જા ૯,5,0,1.0.5(18),2022-03-15 13:08:56,,,1.0.5(18),,Neutral,0.0
A Google user,Nice,5,0,,2022-03-14 12:50:24,,,,nice,Positive,0.6
A Google user,Mantap,5,0,1.0.5(18),2022-03-14 08:55:18,,,1.0.5(18),mantap,Neutral,0.0
A Google user,What a great app....,5,0,1.0.5(18),2022-03-13 19:08:20,,,1.0.5(18),what a great app,Positive,0.8
A Google user,"Amazing She'll, go ahead",5,0,1.0.5(18),2022-03-13 13:05:30,,,1.0.5(18),amazing shell go ahead,Positive,0.6000000000000001
A Google user,Good,5,0,1.0.5(18),2022-03-13 09:23:05,,,1.0.5(18),good,Positive,0.7
A Google user,Nice App for customer,5,0,1.0.5(18),2022-03-13 07:55:24,,,1.0.5(18),nice app for customer,Positive,0.6
A Google user,Fine,5,0,1.0.5(18),2022-03-13 06:18:25,,,1.0.5(18),fine,Positive,0.4166666666666667
A Google user,best,5,0,1.0.5(18),2022-03-12 14:39:28,,,1.0.5(18),best,Positive,1.0
A Google user,Very nice app,5,0,1.0.5(18),2022-03-10 22:16:39,,,1.0.5(18),very nice app,Positive,0.78
A Google user,mana niyh hadiah topinya poin saya udh ke-deemed 300 poin huffttt,5,0,1.0.5(18),2022-03-10 21:48:31,,,1.0.5(18),mana niyh hadiah topinya poin saya udh kedeemed poin huffttt,Neutral,0.0
A Google user,Super,5,0,1.0.5(18),2022-03-09 21:53:47,,,1.0.5(18),super,Positive,0.3333333333333333
A Google user,Best app,5,0,1.0.5(18),2022-03-09 16:29:33,,,1.0.5(18),best app,Positive,1.0
A Google user,"Thank you,shell",5,0,1.0.5(18),2022-03-09 13:25:55,,,1.0.5(18),thank youshell,Neutral,0.0
A Google user,helpful...,5,0,1.0.5(18),2022-03-09 11:36:46,,,1.0.5(18),helpful,Neutral,0.0
A Google user,Nice,5,0,1.0.5(18),2022-03-09 07:10:07,,,1.0.5(18),nice,Positive,0.6
A Google user,Good,5,0,1.0.5(18),2022-03-08 11:06:32,,,1.0.5(18),good,Positive,0.7
A Google user,What great app,5,0,1.0.5(18),2022-03-07 22:19:16,,,1.0.5(18),what great app,Positive,0.8
A Google user,Good,5,0,1.0.5(18),2022-03-07 15:27:10,,,1.0.5(18),good,Positive,0.7
A Google user,Good,5,0,1.0.5(18),2022-03-07 04:57:45,,,1.0.5(18),good,Positive,0.7
A Google user,Wow....,5,0,1.0.5(18),2022-03-06 22:40:51,,,1.0.5(18),wow,Neutral,0.1
A Google user,amazing app,5,0,1.0.5(18),2022-03-06 22:38:48,,,1.0.5(18),amazing app,Positive,0.6000000000000001
A Google user,amezing app,5,0,1.0.5(18),2022-03-06 22:08:07,,,1.0.5(18),amezing app,Neutral,0.0
A Google user,mantapppp ga ribet lg harus nunjukin kartu member,5,0,1.0.5(18),2022-03-06 21:08:01,,,1.0.5(18),mantapppp ga ribet lg harus nunjukin kartu member,Neutral,0.0
A Google user,Nice.. Practice,5,0,1.0.5(18),2022-03-05 18:28:42,,,1.0.5(18),nice practice,Positive,0.6
A Google user,Good,5,0,1.0.5(18),2022-03-05 16:02:37,,,1.0.5(18),good,Positive,0.7
A Google user,Good,5,0,1.0.5(18),2022-03-05 13:59:05,,,1.0.5(18),good,Positive,0.7
A Google user,"Simple, no need card to access",5,1,1.0.5(18),2022-03-05 12:46:42,,,1.0.5(18),simple no need card to access,Neutral,0.0
A Google user,Nice app and no doubt on the quality of petrol,5,0,1.0.5(18),2022-03-05 10:05:20,,,1.0.5(18),nice app and no doubt on the quality of petrol,Positive,0.6
A Google user,Easy and simple,5,0,1.0.5(18),2022-03-03 21:00:53,,,1.0.5(18),easy and simple,Positive,0.21666666666666667
A Google user,Good,5,0,1.0.5(18),2022-03-03 02:15:58,,,1.0.5(18),good,Positive,0.7
A Google user,Great apps,5,0,1.0.5(18),2022-03-02 10:01:46,,,1.0.5(18),great apps,Positive,0.8
A Google user,Easy in use,5,0,1.0.5(18),2022-03-01 13:41:22,,,1.0.5(18),easy in use,Positive,0.43333333333333335
A Google user,Ok,5,0,1.0.5(18),2022-02-28 13:23:27,,,1.0.5(18),ok,Positive,0.5
A Google user,Good,5,0,1.0.2,2022-02-26 22:41:03,,,1.0.2,good,Positive,0.7
A Google user,Mantap,5,0,1.0.5(18),2022-02-26 14:33:40,,,1.0.5(18),mantap,Neutral,0.0
A Google user,சூப்பர்,5,0,1.0.5(18),2022-02-26 12:07:48,,,1.0.5(18),,Neutral,0.0
A Google user,Thank you,5,0,1.0.5(18),2022-02-25 17:48:44,,,1.0.5(18),thank you,Neutral,0.0
A Google user,Nice fuell shell petrol/digel,5,0,,2022-02-25 15:31:52,,,,nice fuell shell petroldigel,Positive,0.6
A Google user,Semakin simpel semakin enak,5,0,1.0.5(18),2022-02-24 15:07:38,,,1.0.5(18),semakin simpel semakin enak,Neutral,0.0
A Google user,Sejauh ini okay.,5,0,,2022-02-23 12:17:40,,,,sejauh ini okay,Positive,0.5
A Google user,"Welldone, usefull, best gas quality",5,0,1.0.5(18),2022-02-21 11:18:08,,,1.0.5(18),welldone usefull best gas quality,Positive,1.0
A Google user,World best brand with world class service on National highway pumps also,5,0,1.0.5(18),2022-02-21 00:25:43,Hello! we are glad you like the experience. Hope to keep delighting you :),2022-02-21 11:22:36,1.0.5(18),world best brand with world class service on national highway pumps also,Positive,1.0
A Google user,Good service,5,0,1.0.5(18),2022-02-18 19:01:08,"Hi, we are glad you like the experience. Hope to make your every journey more rewarding!",2022-02-21 11:25:38,1.0.5(18),good service,Positive,0.7
A Google user,Oke,5,0,1.0.5(18),2022-02-17 18:49:46,,,1.0.5(18),oke,Neutral,0.0
A Google user,Nice app easy to use,5,0,1.0.5(18),2022-02-17 13:59:36,,,1.0.5(18),nice app easy to use,Positive,0.5166666666666666
A Google user,Need fast download,5,0,,2022-02-17 07:56:16,,,,need fast download,Positive,0.2
A Google user,Super,5,0,1.0.5(18),2022-02-16 18:00:27,,,1.0.5(18),super,Positive,0.3333333333333333
A Google user,Easy to use,5,0,1.0.5(18),2022-02-16 12:39:58,,,1.0.5(18),easy to use,Positive,0.43333333333333335
A Google user,good,5,0,1.0.5(18),2022-02-16 08:37:34,,,1.0.5(18),good,Positive,0.7
