Year,Region,OU,Vendor,Modified_Vendor,PR,PO,PO_Issue_Date,PO_End_Date,PO_Description, Requested_Amount ,Currency,OA,OA_Line_Item,OA_Expiration,OA_Currency,Cost_Center_WBS_Element,Vendor_Code,Material_Group,Plant,Purchasing_Group,Purchasing_Org,GL_Account,Requisitioner,SM_TO_USE,Approver_for_SES_GR,OUTLOOK_CODE,Approver_for_PR,OLD_PO,Note,EXTRA_NOTES,,,
2024,AP,TH,Jasmine Technology Solution PCL,JTS,33989606,4544139052,23-05-2024,30-04-2025,Cloud Services 2024,"41,000.00",THB,4600500199,10,31-10-2025,THB,GB30000466,68107394,KA7265,T001,R2A,TH04,7220175,USLMAN,5277488,Chanavee Bangboonrit,Legacy,Sirithorn Singhaphan (THSSI0),,Still checking the payment receive with vendor-Chanavee 02/01/2025,"PO item text must include detail of scope of work, this is to be provided by the MITOM",,,
2025,AP,TH,Jasmine Technology Solution PCL,JTS,34177891,4545443548,06-11-2024,31-12-2025,Envoy and Antivirus Cloud Services 2025,"5,00,000.00",THB,4600500199,10,31-10-2025,THB,GB30000466,68107394,KA7142,T001,R2A,TH04,7220175,USLMAN,5277488,Chanavee Bangboonrit,Legacy,Sirithorn Singhaphan (THSSI0),,,,,,
2025,AP,TH,STRATEQ SYSTEMS CO LTD,Strateq,34177897,4545594759,26-11-2024,31-12-2025,Shell Support for DO site MA 2025,"6,80,000.00",THB,4600557185,10,31-12-2026,THB,GB30000198,68056712,KA7265,T001,R2A,TH04,7450050,USLMAN,5288720,Chanavee Bangboonrit,Legacy,Sirithorn Singhaphan (THSSI0),,,,,,
2025,AP,TH,STRATEQ SYSTEMS CO LTD,Strateq,34177893,4545553340,20-11-2024,31-12-2025,IT operation service and expenses 2025,"2,50,00,000.00",THB,4600557185,10,31-12-2026,THB,GB30000466,68056712,KA7265,T001,R2A,TH04,7220175,USLMAN,5288720,Chanavee Bangboonrit,Legacy,Sirithorn Singhaphan (THSSI0),,,,,,
2025,AP,IN,AT AND T GLOBAL NETWORK SERVICES,AT&T,34386455,4546765319,05-05-2025,31-05-2025,AT&T PO for IN AVPN Residual Cost,"27,847.00",INR,4600128255,20,30-06-2026,INR,IN02000446,68076955,KA7142,I416,S1N,IN08,7450050,INGSUM,5284071,Ganapathi Subbaiah,Telecom,INSKO6,4536798621,,,,,
2025,AP ,ID,Trifecta,Trifecta,34415453,,,,Swap stock - hardware from Trifecta - May 2025,"38,54,40,000.00",IDR,4600474788,,,IDR,ID01000946 ,68101011,,,,,,,,,,,,,,,,
2024-2025,EU,AT,SCHEIDT AND BACHMANN GMBH,S&B,33837887,4543153860,11-01-2024,31-03-2025,SaaS Costs 2024 - Line item 100," 13,00,000.00 ", EUR ,4600552966,10,31-12-2025,EUR,AT01000544,68115029,KA7265,A042,R71,AT04,7220175,USJFPG,5288353,Jacintha Kaatee,GSS,Monika Altmann (VIMPIL),4540262089,"Check the pre-approval log before sending out SES request emails - found here: OneDrive - Shell\DIT\GSAP\Lists, Reports & Spreadsheets\2024\EU",4/22 SENT EMAIL ASKING IF IT CAN BE CLOSED,,,
2024-2025,EU,AT,SCHEIDT AND BACHMANN GMBH,S&B,33837887,4543153860,11-01-2024,31-03-2025,SOM Discretionary Services 2024 - Line item 200," 25,000.00 ", EUR ,4600552966,10,31-12-2025,EUR,AT01000544,68115029,KA7265,A042,R71,AT04,7220175,USJFPG,5288353,Jacintha Kaatee,GSS,Monika Altmann (VIMPIL),4540262089,"Check the pre-approval log before sending out SES request emails - found here: OneDrive - Shell\DIT\GSAP\Lists, Reports & Spreadsheets\2024\EU",4/22 SENT EMAIL ASKING IF IT CAN BE CLOSED,,,
2024-2025,EU,AT,SCHEIDT AND BACHMANN GMBH,S&B,33837887,4543153860,11-01-2024,31-03-2025,Equipment Purchase 2024 - Line item 300," 50,000.00 ", EUR ,4600552966,10,31-12-2025,EUR,AT01000544,68115029,KA7265,A042,R71,AT04,7220175,USJFPG,5288353,Jacintha Kaatee,GSS,Monika Altmann (VIMPIL),4540262089,"Check the pre-approval log before sending out SES request emails - found here: OneDrive - Shell\DIT\GSAP\Lists, Reports & Spreadsheets\2024\EU",4/22 SENT EMAIL ASKING IF IT CAN BE CLOSED,,,
2024-2025,EU,AT,SCHEIDT AND BACHMANN GMBH,S&B,33837887,4543153860,11-01-2024,31-03-2025,Collaboration Tickets 2024 - Line item 400," 70,000.00 ", EUR ,4600552966,10,31-12-2025,EUR,AT01000544,68115029,KA7265,A042,R71,AT04,7220175,USJFPG,5288353,Jacintha Kaatee,GSS,Monika Altmann (VIMPIL),4540262089,"Check the pre-approval log before sending out SES request emails - found here: OneDrive - Shell\DIT\GSAP\Lists, Reports & Spreadsheets\2024\EU",4/22 SENT EMAIL ASKING IF IT CAN BE CLOSED,,,
2025,EU,AT,SCHEIDT AND BACHMANN GMBH,S&B,34269206,4546033715,27-01-2025,31-01-2026,SaaS Costs 2025 - Line item 100," 13,00,000.00 ", EUR ,4600552966,10,31-12-2025,EUR,AT01000544,68115029,KA7265,A042,GC5,AT04,7220175,USJFPG,5288353,Jacintha Kaatee,GSS,Monika Altmann (VIMPIL),4543153860,,,,,
2025,EU,AT,SCHEIDT AND BACHMANN GMBH,S&B,34269206,4546033715,27-01-2025,31-01-2026,SOM Discretionary Services 2025 - Line item 200," 30,000.00 ", EUR ,4600552966,10,31-12-2025,EUR,AT01000544,68115029,KA7265,A042,GC5,AT04,7220175,USJFPG,5288353,Jacintha Kaatee,GSS,Monika Altmann (VIMPIL),4543153860,,,,,
2025,EU,AT,SCHEIDT AND BACHMANN GMBH,S&B,34269206,4546033715,27-01-2025,31-01-2026,Equipment Purchase 2025 - Line item 300," 45,000.00 ", EUR ,4600552966,10,31-12-2025,EUR,AT01000544,68115029,KA7265,A042,GC5,AT04,7220175,USJFPG,5288353,Jacintha Kaatee,GSS,Monika Altmann (VIMPIL),4543153860,,,,,
2025,EU,AT,SCHEIDT AND BACHMANN GMBH,S&B,34269206,4546033715,27-01-2025,31-01-2026,Collaboration Tickets 2025 - Line item 400," 70,000.00 ", EUR ,4600552966,10,31-12-2025,EUR,AT01000544,68115029,KA7265,A042,GC5,AT04,7220175,USJFPG,5288353,Jacintha Kaatee,GSS,Monika Altmann (VIMPIL),4543153860,,,,,
2025,EU,AT,T-SYSTEMS AUSTRIA,TSI,34210760,4545656557,04-12-2024,31-01-2026,Telecom Invoices 2025," 5,05,000.00 ",EUR,4600564829,10,31-12-2027,EUR,AT01000481,68046548,KA7142,A042,GC5,AT04,7450050,NLASZD,5289746,DIT,Telecom,Monika Altmann (VIMPIL),4543102545,,,,,
2025,EU,BE,ENTSERV UK LTD,Entserv,34182655,4545492615,12-11-2024,31-01-2026,Mariposa Market Go-Live 2025," 6,072.00 ",USD,4600492753,10,31-12-2025,USD,BE01003845,68101633,KA7551,B001,OV1,BE04,7220175,USJFPG,5275328,John Thake,Other,Ilse Moerenhout (SNIMO2),4543259359,Check Pre-approved John Thake tab,,,,
2025,EU,BE,MADIC BENELUX BV,MADIC,34303575,4546185345,17-02-2025,31-01-2026,Micrelec fees 2025," 9,000.00 ",EUR,4600718469,10,31-12-2025,EUR,BE01003845,68122530,KA7570,B001,GC5,BE04,7220175,USJFPG,5313747,Dora Magyar; Milena Groening,GSS,Ilse Moerenhout (SNIMO2),4543477578,,,,,
2025,EU,BE,ORBIS TECH LIMITED,Orbis,34258552,4545974088,17-01-2025,31-01-2026,SaaS & Support Fees 2025," 35,000.00 ",USD,4600707845,10,31-12-2027,EUR,BE01003845,68111305,KA7265,B001,GC5,BE04,7220175,USJFPG,5312043,"Sujatha V S; Sharma, Uma Maheshwari",Legacy,Ilse Moerenhout (SNIMO2),,,,,,
2025,EU,BE,TOKHEIM BELGIUM NV,Tokheim,34224151,4545748028,16-12-2024,31-01-2026,Central Network Infrastructure 2025," 32,448.00 ",EUR,4600627778,20,30-06-2025,EUR,BE01003724,68048111,KA7142,B001,GC5,BE04,7450050,NLASZD,5303660,DIT,Telecom,Ilse Moerenhout (SNIMO2),4543175165,,,,,
2025,EU,BE,TOKHEIM BELGIUM NV,Tokheim,34370289,4546797610,08-05-2025,31-12-2025,L3 and Central Services 2025," 2,07,380.00 ",EUR,4600627778,10,30-06-2025,EUR,BE01003845,68048111,KA7410,B001,GC5,BE04,7220175,NLMGV8,5303649,Dora Magyar; Milena Groening,GSS,Ilse Moerenhout (SNIMO2),4543708309,,,,,
2025,EU,BE,TSG BELGIUM NV,TSG,34224152,4545748036,16-12-2024,31-01-2026,Router Maintenance 2025," 2,43,572.00 ",EUR,4600627756,20,30-06-2025,EUR,BE01003724,68099590,KA7142,B001,GC5,BE04,7450050,NLASZD,5267628,DIT,Telecom,Ilse Moerenhout (SNIMO2),4543175166,,,,,
2025,EU,BE,TSG BELGIUM NV,TSG,34318152,4546305303,04-03-2025,31-01-2026,L1/L2 SE+SH+CRT 2025 - - Line item 100," 7,12,210.00 ",EUR,4600627756,10,30-06-2025,EUR,BE01003845,68099590,KA7410,B001,OV1,BE04,7220175,USJFPG,5303646,Dora Magyar; Milena Groening,GSS,Laurence Macors (SNLMAO),4543324216,,,,,
2025,EU,BE,TSG BELGIUM NV,TSG,34318152,4546305303,04-03-2025,31-01-2026,Non-standard calls 2025 - Line item 200," 66,825.00 ",EUR,4600627756,10,30-06-2025,EUR,BE01003845,68099590,KA7410,B001,OV1,BE04,7220175,USJFPG,5303646,Dora Magyar; Milena Groening,GSS,Laurence Macors (SNLMAO),4543324216,,,,,
2025,EU,BE,TSG BELGIUM NV,TSG,34318152,4546305303,04-03-2025,31-01-2026,BOS support 2025 - - Line item 300," 4,980.00 ",EUR,4600627756,10,30-06-2025,EUR,BE01003845,68099590,KA7410,B001,OV1,BE04,7220175,USJFPG,5303646,Dora Magyar; Milena Groening,GSS,Laurence Macors (SNLMAO),4543324216,,,,,
2025,EU,BE,TSG BELGIUM NV,TSG,34318152,4546305303,04-03-2025,31-01-2026,Discretionary services 2025 - - Line item 400," 20,000.00 ",EUR,4600627756,10,30-06-2025,EUR,BE01003845,68099590,KA7410,B001,OV1,BE04,7220175,USJFPG,5303646,Dora Magyar; Milena Groening,GSS,Laurence Macors (SNLMAO),4543324216,,,,,
2025,EU,BG,ENTSERV UK LTD,Entserv,34182653,4545478845,11-11-2024,31-01-2026,Mariposa Market Go-Live 2025," 4,554.00 ",USD,4600437268,10,31-12-2025,USD,BG01000220,68101633,KA7265,B1D6,R5Y,BG04,7220175,USJFPG,5264507,John Thake,Other,Petya Dimitrova (BGPDI1),4543266656,Check Pre-approved John Thake tab,,,,
2025,EU,BG,Global Payments Europe,GPE,34202795,4545604210,27-11-2024,31-01-2026,Software Maintenance 2025," 50,000.00 ",EUR,4600472026,10,31-12-2027,EUR,BG01000220,68074910,KA7248,B1D6,GC5,BG04,7220175,USJFPG,5267428,Tsveta Argilashka,Legacy,Petya Dimitrova (BGPDI1),4543459261,,,,,
2025,EU,BG,Global Payments Europe,GPE,34202796,4545604213,27-11-2024,31-01-2026,Ingenico Swap stock 2025," 6,300.00 ",EUR,4600472026,10,31-12-2027,EUR,BG01000220,68074910,KA7248,B1D6,GC5,BG04,7220175,USJFPG,5267428,Tsveta Argilashka,Legacy,Petya Dimitrova (BGPDI1),4543459263,,,,,
2025,EU,BG,SIS Technology AD,SIS Technology,34199045,4545584329,25-11-2024,31-01-2026,Fiscal Printers SIM Cards RBA," 6,000.00 ",EUR,4600444697,10,31-07-2027,EUR,BG01000220,68109058,KA7410,B1D6,GC5,BG04,7220175,USJFPG,5265341,Tsveta Argilashka,Legacy,Petya Dimitrova (BGPDI1),4543295242,,,,,
2025,EU,BG,SIS Technology AD,SIS Technology,34199044,4545584872,25-11-2024,31-01-2026,Forecourt equipment for swap stock 2025," 1,60,000.00 ",EUR,4600444697,10,31-07-2027,EUR,BG01000220,68109058,KA7410,B1D6,GC5,BG04,7220175,USJFPG,5265341,Tsveta Argilashka,Legacy,Petya Dimitrova (BGPDI1),4543295896,,,,,
2025,EU,BG,SIS Technology AD,SIS Technology,34199043,4545584869,25-11-2024,31-01-2026,Hosting – HOS 2025," 30,000.00 ",EUR,4600444697,10,31-07-2027,EUR,BG01000220,68109058,KA7410,B1D6,GC5,BG04,7220175,USJFPG,5265341,Tsveta Argilashka,Legacy,Petya Dimitrova (BGPDI1),4543295243,,,,,
2025,EU,BG,SIS Technology AD,SIS Technology,34199042,4545584327,25-11-2024,31-01-2026,Nexus support 2025," 2,45,000.00 ",EUR,4600444697,10,31-07-2027,EUR,BG01000220,68109058,KA7410,B1D6,GC5,BG04,7220175,USJFPG,5265341,Tsveta Argilashka,Legacy,Petya Dimitrova (BGPDI1),4543296285,,,,,
2025,EU,BG,SIS Technology AD,SIS Technology,34199041,4545584326,25-11-2024,31-01-2026,POS & BOS Windows OS & AV support 2025," 40,000.00 ",EUR,4600444697,10,31-07-2027,EUR,BG01000220,68109058,KA7410,B1D6,GC5,BG04,7220175,USJFPG,5265341,Tsveta Argilashka,Legacy,Petya Dimitrova (BGPDI1),4543295244,,,,,
2025,EU,BG,SIS Technology AD,SIS Technology,34199000,4545584323,25-11-2024,31-01-2026,Telecom equipment hosting 2025," 3,500.00 ",EUR,4600444697,10,31-07-2027,EUR,BG01000220,68109058,KA7410,B1D6,GC5,BG04,7220175,USJFPG,5265341,Tsveta Argilashka,Legacy,Petya Dimitrova (BGPDI1),4543295245,,,,,
2025,EU,BG,ТОКХАЙМ РОЕ БЪЛГАРИЯ ООД,Tokheim,34202756,4545604205,27-11-2024,31-01-2026,Fiscal System Maintenance & Support," 50,000.00 ",BGN,4600652594,20,01-08-2025,BGN,BG01000220,68065554,KA7265,B1D6,GC5,BG04,7220175,USJFPG,5305314,Tsveta Argilashka,Legacy,Petya Dimitrova (BGPDI1),,,,,,
2025,EU,BG,ТОКХАЙМ РОЕ БЪЛГАРИЯ ООД,Tokheim,34202757,4545604207,27-11-2024,31-01-2026,UPS Maintenance & Support," 50,000.00 ",BGN,4600652594,20,01-08-2025,BGN,BG01000220,68065554,KA7265,B1D6,GC5,BG04,7220175,USJFPG,5305314,Tsveta Argilashka,Legacy,Petya Dimitrova (BGPDI1),4543304486,,,,,
2025,EU,BG,NOVATEL EOOD,TSI,34210772,4545656823,04-12-2024,31-01-2026,Telecom Invoices 2025," 4,07,000.00 ",BGN,4600568094,10,31-12-2027,BGN,BG01000210,68116249,KA7142,B1D6,GC5,BG04,7450050,NLASZD,5266355,DIT,Telecom,Petya Dimitrova (BGPDI1),4543103231,,,,,
2024-2025,EU,CH,SCHEIDT AND BACHMANN GMBH,S&B,33837886,4543155048,11-01-2024,31-03-2025,R&M Costs 2024 - Line item 100," 14,00,000.00 ",EUR,4600553083,10,31-12-2029,EUR,CH01000372,68115029,KA7551,Z028,R0F,CH04,7220175,USJFPG,5288483,Jacintha Kaatee,GSS,Nadja Burkard (CHNBU0),4540409293,"Check the pre-approval log before sending out SES request emails - found here: OneDrive - Shell\DIT\GSAP\Lists, Reports & Spreadsheets\2025\EU",4/22 SENT EMAIL ASKING IF IT CAN BE CLOSED,,,
2024-2025,EU,CH,SCHEIDT AND BACHMANN GMBH,S&B,33837886,4543155048,11-01-2024,31-03-2025,SOM Discretionary Services 2024 - Line item 200," 30,000.00 ",EUR,4600553083,10,31-12-2029,EUR,CH01000372,68115029,KA7551,Z028,R0F,CH04,7220175,USJFPG,5288483,Jacintha Kaatee,GSS,Nadja Burkard (CHNBU0),4540409293,"Check the pre-approval log before sending out SES request emails - found here: OneDrive - Shell\DIT\GSAP\Lists, Reports & Spreadsheets\2025\EU",4/22 SENT EMAIL ASKING IF IT CAN BE CLOSED,,,
2024-2025,EU,CH,SCHEIDT AND BACHMANN GMBH,S&B,33837886,4543155048,11-01-2024,31-03-2025,SOM Site Equipment Replacement 2024 - Line item 300," 40,000.00 ",EUR,4600553083,10,31-12-2029,EUR,CH01000372,68115029,KA7551,Z028,R0F,CH04,7220175,USJFPG,5288483,Jacintha Kaatee,GSS,Nadja Burkard (CHNBU0),4540409293,"Check the pre-approval log before sending out SES request emails - found here: OneDrive - Shell\DIT\GSAP\Lists, Reports & Spreadsheets\2025\EU",4/22 SENT EMAIL ASKING IF IT CAN BE CLOSED,,,
2024-2025,EU,CH,SCHEIDT AND BACHMANN GMBH,S&B,33837886,4543155048,11-01-2024,31-03-2025,SOM Collaboration Tickets 2024 - Line item 400," 30,000.00 ",EUR,4600553083,10,31-12-2029,EUR,CH01000372,68115029,KA7551,Z028,R0F,CH04,7220175,USJFPG,5288483,Jacintha Kaatee,GSS,Nadja Burkard (CHNBU0),4540409293,"Check the pre-approval log before sending out SES request emails - found here: OneDrive - Shell\DIT\GSAP\Lists, Reports & Spreadsheets\2025\EU",4/22 SENT EMAIL ASKING IF IT CAN BE CLOSED,,,
2025,EU,CH,SCHEIDT AND BACHMANN GMBH,S&B,34256775,4545961219,16-01-2025,31-01-2026,R&M Costs 2025 - Line item 100," 13,00,000.00 ", EUR ,4600553083,10,31-12-2029,EUR,CH01000372,68115029,KA7551,Z028,GC5,CH04,7220175,USJFPG,5288483,Jacintha Kaatee,GSS,Nadja Burkard (CHNBU0),4543155048,,,,,
2025,EU,CH,SCHEIDT AND BACHMANN GMBH,S&B,34256775,4545961219,16-01-2025,31-01-2026,SOM Discretionary Services 2025 - Line item 200," 30,000.00 ", EUR ,4600553083,10,31-12-2029,EUR,CH01000372,68115029,KA7551,Z028,GC5,CH04,7220175,USJFPG,5288483,Jacintha Kaatee,GSS,Nadja Burkard (CHNBU0),4543155048,,,,,
2025,EU,CH,SCHEIDT AND BACHMANN GMBH,S&B,34256775,4545961219,16-01-2025,31-01-2026,SOM Site Equipment Replacement 2025 - Line item 300," 40,000.00 ", EUR ,4600553083,10,31-12-2029,EUR,CH01000372,68115029,KA7551,Z028,GC5,CH04,7220175,USJFPG,5288483,Jacintha Kaatee,GSS,Nadja Burkard (CHNBU0),4543155048,,,,,
2025,EU,CH,SCHEIDT AND BACHMANN GMBH,S&B,34256775,4545961219,16-01-2025,31-01-2026,SOM Collaboration Tickets 2025 - Line item 400," 30,000.00 ", EUR ,4600553083,10,31-12-2029,EUR,CH01000372,68115029,KA7551,Z028,GC5,CH04,7220175,USJFPG,5288483,Jacintha Kaatee,GSS,Nadja Burkard (CHNBU0),4543155048,,,,,
2025,EU,CH,T-SYSTEMS NEDERLAND B.V.,TSI,34210775,4545664588,05-12-2024,31-01-2026,Telecom Invoices 2025," 1,55,000.00 ",CHF,4600564827,10,31-12-2027,CHF,CH01000368,68044662,KA7142,Z028,GC5,CH04,7450050,NLASZD,5289567,DIT,Telecom,Nadja Burkard (CHNBU0),4543106151,,,,,
2025,EU,CZ,ENTSERV UK LTD,Entserv,34184246,4545492957,12-11-2024,31-01-2026,Mariposa Market Go-Live 2025," 27,327.00 ",USD,4600437216,10,09-12-2025,USD,CZ01000291,68101633,KA7265,C1D8,R6O,CZ04,7220175,USJFPG,5258713,John Thake,Other,Jan Capsky (CZJCA0),4543285982,Check Pre-approved John Thake tab,,,,
2024-2027,EU,CZ,HUGHES NETWORK SYSTEMS LTD,HNS,34067488,4544684952,31-07-2024,31-01-2027,Fortinet hardware thru 2027," 86,414.00 ",EUR,4600227317,20,30-06-2026,EUR,CZ01000285,68016482,KA7142,C1D8,R6O,CZ04,7450050,NLASZD,5277040,James McGrandle,Telecom,Jan Capsky (CZJCA0),,,,,,
2025,EU,CZ,HUGHES NETWORK SYSTEMS LTD,HNS,34181149,4545483729,11-11-2024,31-01-2026,SD-WAN MRC 2025," 5,11,500.00 ",EUR,4600227317,20,30-06-2026,EUR,CZ01000285,68016482,KA7142,C1D8,R6O,CZ04,7450050,NLASZD,5277040,DIT,Telecom,Jan Capsky (CZJCA0),4543125267,,,,,
2025,EU,DE,TELEKOM DEUTSCHLAND GMBH,Deutsche Telekom,34182533,4545483884,11-11-2024,31-01-2026,Primary Transport Lines 2025," 30,000.00 ",EUR,4600602662,10,31-10-2025,EUR,DE01002476,68080120,KA7142,D270,R0H,DE04,7450050,NLASZD,5296079,DIT,Telecom,Leonhard Wilkens (DEWLE0),4538517531,,,,,
2023-2025,EU,DE,HEWLETT-PACKARD INTERNATIONAL BANK,HP,32931249,4536616831,28-10-2021,31-10-2025,German Tandem Infra replacement project 2024," 19,95,479.24 ",EUR,4600554003,10,31-10-2025,EUR,DE01002089,68100474,KA7267,D270,R77,DE04,7220175,USJFPG,5288688,John Thake,Legacy,Leonhard Wilkens (DEWLE0),4536605282,"invoices are pre-approved if amount is 41,541.09 EUR, they bill the invoices 2 months in advance so they get paid for the current month in that month (billed for May in March so they will be paid for May invoice in May)","11/29/2024 -- Just need to hang on to this until the new PO is ready and contracts are signed, etc. Should be ok by end of next week. Thanks, John",,,
2025,EU,DE,SCHEIDT AND BACHMANN ENERGY RETAIL,S&B,34159408,4545443618,06-11-2024,31-12-2026,TSE hardware replacement 2025," 6,12,762.00 ",EUR,4600552030,10,31-12-2032,EUR,DE01002084,68115029,KA7551,D270,R0F,DE04,7220175,USJFPG,5304209,Jedrzej Walkowiak ,GSS,Leonhard Wilkens (DEWLE0),,,,,,
2025,EU,DE,SCHEIDT AND BACHMANN ENERGY RETAIL,S&B,34264692,4546011972,23-01-2025,31-01-2026,CO SaaS Costs 2025  - Line item 100," 1,10,00,000.00 ",EUR,4600552030,10,31-12-2032,EUR,DE01002084,68030859,KA7551,D270,GC5,DE04,7220175,USJFPG,5304209,Jedrzej Walkowiak ,GSS,Leonhard Wilkens (DEWLE0),4543155833,,,,,
2025,EU,DE,SCHEIDT AND BACHMANN ENERGY RETAIL,S&B,34264692,4546011972,23-01-2025,31-01-2026,CO Collaboration Tickets 2025  - Line item 200," 7,00,000.00 ",EUR,4600552030,10,31-12-2032,EUR,DE01002084,68030859,KA7551,D270,GC5,DE04,7220175,USJFPG,5304209,Jedrzej Walkowiak ,GSS,Leonhard Wilkens (DEWLE0),4543155833,"Check the pre-approval log before sending out SES request emails - found here: OneDrive - Shell\DIT\GSAP\Lists, Reports & Spreadsheets\2025\EU",,,,
2025,EU,DE,SCHEIDT AND BACHMANN ENERGY RETAIL,S&B,34264693,4546011977,23-01-2025,31-01-2026,DO SaaS Costs 2025  - Line item 100," 8,00,000.00 ",EUR,4600552030,10,31-12-2032,EUR,DE01002084,68030859,KA7551,D270,GC5,DE04,7220175,USJFPG,5304209,Jedrzej Walkowiak ,GSS,Leonhard Wilkens (DEWLE0),4543155838,"Check the pre-approval log before sending out SES request emails - found here: OneDrive - Shell\DIT\GSAP\Lists, Reports & Spreadsheets\2025\EU",,,,
2025,EU,DE,SCHEIDT AND BACHMANN ENERGY RETAIL,S&B,34264693,4546011977,23-01-2025,31-01-2026,DO Collaboration Tickets 2025  - Line item 200," 60,000.00 ",EUR,4600552030,10,31-12-2032,EUR,DE01002084,68030859,KA7551,D270,GC5,DE04,7220175,USJFPG,5304209,Jedrzej Walkowiak ,GSS,Leonhard Wilkens (DEWLE0),4543155838,"Check the pre-approval log before sending out SES request emails - found here: OneDrive - Shell\DIT\GSAP\Lists, Reports & Spreadsheets\2025\EU",,,,
2025,EU,DE,SCHEIDT UND BACHMANN,S&B,34286015,4546144936,11-02-2025,31-01-2026,Hardware replacement  - Line item 100," 3,00,000.00 ",EUR,4600557604,10,31-12-2032,EUR,DE01002084,68030859,KA7551,D270,GC5,DE04,7220175,USJFPG,5288760,Jedrzej Walkowiak ,GSS,Leonhard Wilkens (DEWLE0),4543266069,"Check the pre-approval log before sending out SES request emails - found here: OneDrive - Shell\DIT\GSAP\Lists, Reports & Spreadsheets\2025\EU",,,,
2025,EU,DE,SCHEIDT UND BACHMANN,S&B,34286015,4546144936,11-02-2025,31-01-2026,Emergencies  - Line item 200," 30,000.00 ",EUR,4600557604,10,31-12-2032,EUR,DE01002084,68030859,KA7551,D270,GC5,DE04,7220175,USJFPG,5288760,Jedrzej Walkowiak ,GSS,Leonhard Wilkens (DEWLE0),4543266069,"Check the pre-approval log before sending out SES request emails - found here: OneDrive - Shell\DIT\GSAP\Lists, Reports & Spreadsheets\2025\EU",,,,
2025,EU,DE,SCHEIDT UND BACHMANN,S&B,34286015,4546144936,11-02-2025,31-01-2026,Other Discretionary Services   - Line item 300," 20,000.00 ",EUR,4600557604,10,31-12-2032,EUR,DE01002084,68030859,KA7551,D270,GC5,DE04,7220175,USJFPG,5288760,Jedrzej Walkowiak ,GSS,Leonhard Wilkens (DEWLE0),4543266069,"Check the pre-approval log before sending out SES request emails - found here: OneDrive - Shell\DIT\GSAP\Lists, Reports & Spreadsheets\2025\EU",,,,
2025,EU,DE,SCHEIDT UND BACHMANN,S&B,34311777,4546235820,24-02-2025,31-01-2026,Hamar Siqma Accounts & Remote App and Ticket viewer," 8,000.00 ",EUR,4600557604,10,31-12-2032,EUR,DE01002084,68030859,KA7551,D270,GC5,DE04,7220175,USJFPG,5288760,Jedrzej Walkowiak ,GSS,Leonhard Wilkens (DEWLE0),4543155831,,,,,
2025,EU,DE,SCHEIDT UND BACHMANN,S&B,34311778,4546235822,24-02-2025,31-01-2026,Fixed Fee & TSE Support 2025," 90,000.00 ",EUR,4600557604,10,31-12-2032,EUR,DE01002084,68030859,KA7551,D270,GC5,DE04,7220175,USJFPG,5288760,Jedrzej Walkowiak ,GSS,Leonhard Wilkens (DEWLE0),4543291993,,,,,
2025,EU,DE,T-SYSTEMS INTERNATIONAL GMBH,TSI,34210776,4545693334,09-12-2024,31-01-2026,Telecom Invoices 2025," 25,70,000.00 ",EUR,4600564804,10,31-12-2027,EUR,DE01002476,68037143,KA7142,D270,GC5,DE04,7450050,NLASZD,5289568,DIT,Telecom,Leonhard Wilkens (DEWLE0),4542636267,,,,,
2025,EU,DE,VODAFONE GMBH,Vodafone,34267594,4546089612,03-02-2025,31-01-2026,Primary LTE 2025," 7,80,000.00 ",EUR,4600782554,10,31-12-2025,EUR,DE01002476,68115242,KA7142,D270,GC5,DE04,7450050,NLASZD,5353497,DIT,Telecom,Leonhard Wilkens (DEWLE0),4543103725,,,,,
2025,EU,DE,VODAFONE GMBH,Vodafone,34267594,4546089612,03-02-2025,31-01-2026,Backup Connectivity 2025," 4,80,000.00 ",EUR,4600782554,10,31-12-2025,EUR,DE01002476,68115242,KA7142,D270,GC5,DE04,7450050,NLASZD,5353497,DIT,Telecom,Leonhard Wilkens (DEWLE0),4543103725,,,,,
2025,EU,FR,ENTSERV UK LTD,Entserv,34182651,4545489955,12-11-2024,31-01-2026,Mariposa Market Go-Live 2025," 45,540.00 ",USD,4600437410,10,31-12-2025,USD,FR01001388,68101633,KA7265,F398,R4Q,FR04,7220175,USJFPG,5275325,John Thake,Other,Solenn Riou (PRSRI2),4543248774,Check Pre-approved John Thake tab,,,,
2025,EU,FR,ORBIS TECH LIMITED,Orbis,34258555,4545969021,17-01-2025,31-01-2026,SaaS & Support Fees 2025," 1,65,000.00 ",USD,4600706472,10,31-12-2027,USD,FR01000996,68111305,KA7265,F398,GC5,FR04,7220175,USJFPG,5311561,"Sujatha V S; Sharma, Uma Maheshwari",Legacy,Solenn Riou (PRSRI2),,,,,,
2025,EU,FR,TOKHEIM SERVICES FRANCE,Tokheim,34264691,4546002330,22-01-2025,31-01-2026,L1/L2 SE+SH+CRT 2025  - Line item 100," 13,50,000.00 ",EUR,4600627851,10,30-06-2025,EUR,FR01000996,68061136,KA7265,F398,GC5,FR04,7220175,USJFPG,5303666,Dora Magyar; Milena Groening,GSS,Solenn Riou (PRSRI2),4543291992,,,,,
